Feature,COANC_B03-T0-1_neg_4282025_119,COANC_B03-T0-1_neg_4282025_120,COANC_B03-T0-1_neg_4282025_121,COANC_B03-T0-2_neg_4282025_122,COANC_B03-T0-2_neg_4282025_123,COANC_B03-T0-2_neg_4282025_124,COANC_B03-T1-1_neg_4282025_125,COANC_B03-T1-1_neg_4282025_126,COANC_B03-T1-1_neg_4282025_127,COANC_B03-T1-2_neg_4282025_128,COANC_B03-T1-2_neg_4282025_129,COANC_B03-T1-2_neg_4282025_130,COANC_B03-T2-1_neg_4282025_131,COANC_B03-T2-1_neg_4282025_132,COANC_B03-T2-1_neg_4282025_133,COANC_B03-T2-2_neg_4282025_134,COANC_B03-T2-2_neg_4282025_135,COANC_B03-T2-2_neg_4282025_136,COANC_B03-T3-1_neg_4282025_137,COANC_B03-T3-1_neg_4282025_138,COANC_B03-T3-1_neg_4282025_139,COANC_B03-T3-2_neg_4282025_140,COANC_B03-T3-2_neg_4282025_141,COANC_B03-T3-2_neg_4282025_142,COANC_B03-T4-1_neg_4282025_143,COANC_B03-T4-1_neg_4282025_144,COANC_B03-T4-1_neg_4282025_145,COANC_B03-T4-2_neg_4282025_146,COANC_B03-T4-2_neg_4282025_147,COANC_B03-T4-2_neg_4282025_148,COANC_B03-T5-1_neg_4282025_149,COANC_B03-T5-1_neg_4282025_150,COANC_B03-T5-1_neg_4282025_151,COANC_B03-T5-2_neg_4282025_152,COANC_B03-T5-2_neg_4282025_153,COANC_B03-T5-2_neg_4282025_154,COANC_B03-T6-1_neg_4282025_155,COANC_B03-T6-1_neg_4282025_156,COANC_B03-T6-1_neg_4282025_157,COANC_B03-T6-2_neg_4282025_158,COANC_B03-T6-2_neg_4282025_159,COANC_B03-T6-2_neg_4282025_160,COANC_B03-T7-1_neg_4282025_161,COANC_B03-T7-1_neg_4282025_162,COANC_B03-T7-1_neg_4282025_163,COANC_B03-T7-2_neg_4282025_164,COANC_B03-T7-2_neg_4282025_165,COANC_B03-T7-2_neg_4282025_166,COANC_QC_neg_4282025_005,COANC_QC_neg_4282025_006,COANC_QC_neg_4282025_007,COANC_QC_neg_4282025_008,COANC_QC_neg_4282025_009,COANC_QC_neg_4282025_010,COANC_QC_neg_4282025_011,Extraction-blank_neg_4282025_003,Extraction-blank_neg_4282025_004,Extraction-blank_neg_4282025_067,Extraction-blank_neg_4282025_116,Extraction-blank_neg_4282025_168,Extraction-blank_neg_4282025_217,Instrument-blank_neg_4282025_001,Instrument-blank_neg_4282025_002,Instrument-blank_neg_4282025_066,Instrument-blank_neg_4282025_118,Instrument-blank_neg_4282025_167,Instrument-blank_neg_4282025_219
279.0918181 @ 392.1589211841437,54216.68518,44695.72405,39890.61149,51243.67637,51190.72827,48251.56356,38143.77389,38695.87674,37017.73033,49720.82712,51353.79027,50333.00832,40025.85871,33703.36003,43671.60674,57423.52188,55396.50266,52894.44161,52962.65429,39270.80417,56593.90716,51023.68717,54325.82244,56007.30106,41047.75735,39824.12182,40716.92285,57403.5111,58787.97667,36957.45751,48063.91128,46009.68811,47104.06849,45185.37308,44805.73976,45039.57156,48766.81279,45922.85085,46190.30049,53395.86752,50352.1267,40061.1965,54193.85097,51260.38099,47223.34472,44387.08617,46793.61338,44569.23717,36762.47392,35497.17245,34991.5653,34515.56991,34981.60131,37814.43014,36021.57073,28249.45598,25231.08949,36337.4997,36971.97067,35598.21799,34129.30906,266437.9819,75939.95121,83292.28677,72227.86572,61413.44282,52970.58356
329.1478597 @ 200.8446350968327,507385.7605,438572.6355,431220.924,469092.4624,468887.438,468871.3406,422004.4158,417397.6184,412785.451,539622.7703,540154.382,537442.6226,369994.1128,366435.8202,364428.003,493359.9574,484888.9729,474266.9595,443634.9481,350345.8848,431485.1811,493534.6773,488627.3824,495451.36,449585.8339,442066.7766,444887.4728,605946.0435,610115.5436,596410.0559,490628.3784,487149.6547,485108.4036,403393.6527,393180.995,402356.5828,413058.9658,410991.0721,404537.4692,555911.1917,558563.6969,560006.4526,547068.242,515655.0208,504050.5153,546638.1061,551298.3363,539802.9715,528404.1344,513576.3012,507768.4785,507345.549,495946.0595,503990.4149,485854.9368,0,0,0,0,0,0,0,0,0,0,0,0
730.3970915 @ 306.9952545575222,81771.4931,72211.03169,69945.03392,66625.82984,65986.84063,63222.46812,65510.89058,65303.19299,63374.99329,67179.19582,67628.1488,67136.7546,74392.98769,72828.42381,72638.82969,73813.52486,71576.91095,69307.35916,92644.72052,68676.68885,94194.44627,85365.22817,84897.52185,86193.67889,61577.27556,59383.50289,62597.46862,70763.03233,73010.26469,68892.17683,76225.41476,76227.79942,74969.04729,74682.41492,75449.94014,74778.08926,78935.45037,80446.29154,77662.9129,83564.65291,81670.01785,84119.64545,89884.9506,84804.90974,81625.31261,90582.39483,89774.2796,91128.3076,71395.49622,69043.9122,69136.61432,70408.60008,68926.22068,69221.39563,67475.79124,169878.4014,170834.7341,166636.5783,163905.2178,164671.0189,156662.1036,0,0,0,0,0,0
166.0855697 @ 54.55568345391985,7734473.6,6864094.123,6764171.159,7710346.269,7767953.748,7763304.836,6294336.762,6364591.284,6219976.555,8328987.259,8218621.248,8231816.99,6345274.547,6250164.199,6219797.541,8560122.897,8490273.747,8357164.911,7814246.847,6001477.831,7459921.342,7881181.44,7895946.157,8023182.193,7092648.566,7000852.43,7086928.776,9194072.172,9381339.607,9220003.285,7202382.213,7171397.268,7169950.964,6573774.425,6248362.286,6527100.22,7358451.526,7276503.001,7185563.983,8938324,8731363.736,8915923.717,8310131.229,7845231.589,7559479.956,7923169.357,7978251.785,7877957.746,5440368.805,5474638.812,5316494.505,5574317.1,5492660.318,5605983.912,5494462.464,1215.558087,3614.616058,1608.201648,1886.214643,954.7107963,1539.93323,0,0,0,331.9978399,0,0
243.1326371 @ 196.4699239717846,205422.1715,173273.6898,168980.3862,420667.1146,223908.7115,421258.044,425223.0199,245723.7969,416155.8647,538572.456,531966.9242,293224.7729,235428.3387,395928.1006,402229.5022,238633.8802,428216.8742,229216.2609,492080.7782,370357.4465,264603.2524,268732.6588,265955.0662,275793.1595,393203.1009,387897.8919,210582.1281,537171.1383,308736.5438,536786.2662,212860.4505,213781.7213,209352.2779,215999.8088,212928.8848,394663.7086,223409.3693,224979.4277,405916.4829,576358.7596,581474.8675,579491.1783,244070.6233,230902.1278,220313.2949,570488.3816,563903.1045,547296.0106,433515.8905,419544.3855,412878.3033,420588.4817,401016.5299,420174.799,409919.5146,0,0,0,0,0,0,0,0,0,0,0,0
334.1531575 @ 315.8130902040022,87425.42431,81261.85709,79914.93129,93217.62411,92271.37082,92366.15687,73929.13792,74965.17211,73488.86594,98346.06998,95590.45382,94932.46589,69467.65116,66555.93947,66073.93082,95327.02327,92236.43731,91389.95068,70618.43904,59597.67812,66815.54819,82411.6207,83488.07786,84517.4711,84419.00893,82970.39189,83497.0138,113411.9107,114696.5438,112638.5342,69533.90269,70215.56638,67316.70556,58071.13806,56811.93742,59424.19454,60735.29427,60549.81778,60642.54103,95265.89801,93287.92172,96155.07565,74214.57181,69806.08883,66641.7225,77058.47054,78873.97077,78741.35063,80557.35021,79157.74915,77700.2461,78516.44282,78610.83351,78489.66956,74936.93709,0,0,0,0,0,0,0,0,0,0,0,0
529.2074224 @ 493.5826458409636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304.2982534 @ 447.0207629457522,41079.32987,38863.63386,39502.35729,14238.52276,12183.3586,13498.16665,20020.36601,18800.88815,15737.78519,97563.26944,96884.79798,96421.91485,18057.83992,17550.69326,13090.32637,14842.22173,16511.68099,14565.49861,16147.7661,14832.96177,19103.46505,17467.45349,18383.31269,18857.21023,211656.8369,207085.3523,207425.4026,19547.5387,21140.54066,19613.96991,9594.199523,12739.1547,8786.86381,270481.3901,267114.6845,271085.0253,13836.06702,13005.00647,9483.827495,230572.1057,227927.3425,233064.5914,495751.9756,468166.303,459843.5292,38650.8242,38379.08261,31559.38369,79216.43742,76415.45126,75864.81868,74707.78112,72574.40285,73893.84746,71754.4024,27878.71191,25900.10207,14915.58126,16193.44529,15982.1895,19338.80773,837059.3936,67782.14981,17321.2883,13168.90957,15184.27517,17296.40436
381.077815 @ 17.38449263443561,619022.3426,552490.3484,534708.5457,747182.5547,751985.4121,742103.8435,523396.9577,528317.645,504827.0689,817042.4632,796466.9859,789750.1124,710570.3552,721201.0953,719054.7257,727655.8262,691456.6899,699040.1295,1005404.245,791012.853,1026655.777,909916.5227,909363.7028,936871.02,825348.3883,801494.2803,811286.8593,758800.4568,770909.5833,757494.919,600211.3309,587437.5297,590504.1432,688033.0088,670640.9433,683508.3937,753369.1244,748064.289,737829.2048,1074945.452,1011961.4,1078887.138,665540.4865,629353.6448,599086.1776,694031.5056,700945.4588,660881.043,687013.7796,664424.8235,643974.0516,647635.0814,631756.7395,637260.7454,622319.3019,157.1765825,766.6308448,0,242.1218937,1599.420947,0,318.4405686,0,0,0,0,0
1044.651878 @ 570.5355154232184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60466.58204,62367.60665,58024.87984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358.2680766 @ 248.1595497274518,141946.7323,129453.876,130815.1892,167951.8974,168066.9485,166081.1374,138306.9982,138616.5123,134049.0349,188931.5047,188302.8775,186171.3435,134388.7103,129212.3248,131470.8116,171639.0183,170708.1876,166988.6524,163079.2705,137743.5455,158333.7947,158568.6224,157443.9623,160677.6203,163742.0438,160377.873,163346.2433,184047.3361,184990.2601,182850.0124,148884.79,146785.7729,143506.9987,137713.5263,136031.1597,136437.2889,176895.3651,174227.2505,168721.4362,186191.1426,180350.2352,181745.8685,192081.1991,180856.4927,176131.5151,191371.3446,189622.5692,183165.6049,151841.9904,149586.1542,154245.9695,153604.9783,152622.3108,156608.9598,151134.8415,0,0,0,0,0,0,0,0,0,0,0,0
245.0756589 @ 47.47029842959765,48126.53279,33978.87498,50971.7442,76836.82867,8516.828832,2759.740075,33138.51663,14113.10306,69895.61521,38429.84392,82213.14474,46511.66286,25740.15843,57406.40154,62335.15633,76927.41263,55348.51871,17809.65865,74475.25889,53767.90913,68384.59177,74092.88748,75138.61011,75663.3936,30820.57651,33710.02095,61418.21956,8979.286508,74274.48817,12225.13006,21661.00568,64050.92413,62836.21755,56334.67517,17648.37695,24909.14589,64655.77106,14170.7254,61502.51811,67393.99191,35045.19745,58483.97343,68125.74098,20571.83601,29217.05712,19770.70537,77742.65766,25708.14639,65878.01152,63025.4893,60168.13019,63533.0043,62547.0926,60128.62221,60726.09203,0,0,0,0,0,0,0,0,0,0,0,0
245.2250898 @ 557.7733329379048,23669.88251,33903.64181,30718.33019,11304.26993,6114.701607,13008.35468,35157.70603,21561.42674,34396.70129,40209.35675,39214.64315,27095.72004,18924.19348,20146.12722,31123.54518,29477.84496,30292.42708,29613.15387,41001.24673,17363.13631,30831.77582,31946.33549,36856.90845,36522.20711,51677.67645,48412.72094,50583.8545,56721.76098,37898.6139,36117.48955,32729.95299,34803.85093,11818.76059,38875.89546,42209.21237,42847.1046,34270.46456,48611.02644,47225.01954,70616.44262,72123.34938,62915.67775,29073.49637,46168.29458,44048.58465,54645.68861,22774.93862,55087.64264,46107.56524,46524.29139,46037.31575,46463.58685,47142.04098,46940.99324,45937.01733,0,0,0,0,0,0,39797.32027,0,0,0,0,0
183.0854291 @ 17.31783893017955,795115.3662,734251.9568,730759.6349,595547.0379,691981.1325,568308.9036,739101.8122,936475.6099,916191.263,1178673.064,966195.3816,970720.0682,687206.4151,794627.653,789596.3887,255439.3481,738676.0041,642339.4253,1397542.02,1062236.436,1380078.437,1039607.727,1060145.755,895744.3026,731509.9646,915129.203,929556.8504,977525.0979,1222829.67,1202529.379,302221.9882,430411.1957,441835.2198,676040.8063,649609.7944,723300.8051,571294.782,543055.0712,468295.366,895383.6862,853677.5486,760066.8872,848779.1504,941719.5969,725154.2194,1113669.305,1114225.201,920102.8835,508754.1489,484952.3792,462087.1071,364456.7043,451624.3957,453963.6308,466846.1803,1480.314663,2541.286843,519.3596867,1844.635688,3023.735364,1733.433941,0,0,0,0,0,0
150.0575244 @ 22.34810343061822,645282.9254,564289.9277,551705.2586,622931.7008,631236.9174,640468.5363,497959.0994,504817.5283,496637.6672,630521.8099,627161.1408,618863.2278,486519.6759,475553.7361,477355.002,700857.9429,677473.9424,675213.9456,568472.3627,453614.7866,540825.7005,514501.7046,518165.3678,524763.1658,577177.1122,570053.4386,579884.9704,785507.2297,781007.3525,782321.6745,591781.6367,582654.805,579192.9566,557098.0481,534923.5829,541976.034,503324.0118,498640.5234,489157.1209,632344.2889,617491.1716,622869.2983,622459.4181,592447.111,567700.0887,579587.4244,588980.0615,578751.5895,552034.0249,538540.5714,523123.3348,531162.9054,536927.3026,539038.8355,528314.7941,0,0,0,0,0,0,0,0,0,0,0,0
261.0890089 @ 167.1441396298897,196064.1996,168684.4315,164947.9656,200654.2635,192651.4763,193976.9025,177731.9168,175843.2258,169985.8806,218231.2691,207763.3305,215067.0214,175219.3708,167790.0889,170542.7071,220169.6628,212152.1549,211913.3613,212511.8403,162658.7471,212987.0614,171574.4634,167222.1003,177507.4192,183004.5025,183070.2728,182578.0644,242818.9438,251586.3405,235288.3632,193707.7713,199438.5272,187623.9596,181412.3333,188004.0695,183047.3544,167146.4995,171358.6716,168723.3319,215646.4915,218785.6351,218413.0274,172277.6171,167383.8202,158357.942,200024.3074,202063.8914,193833.1791,183475.9424,175825.9567,175401.7081,171735.8575,174010.3238,173144.975,171317.2046,0,0,0,0,0,0,0,0,0,0,0,0
237.1221961 @ 107.8918905347063,2038642.315,1834269.246,1824170.291,2067885.818,2105388.961,2124996.38,1658115.971,1701518.027,1704364.683,2155122.106,2154258.997,2199278.671,1491639.132,1488874.095,1494227.139,2171192.237,2166199.917,2050426.922,1763025.589,1442164.242,1610773.59,1819408.5,1780287.64,1759928.656,1914761.696,1853348.573,1914954.276,2410649.659,2381517.833,2343980.361,1863978.694,1805999.533,1867855.628,1565320.638,1489256.59,1573784.383,1799353.417,1719250.095,1702972.357,2169768.573,2118971.263,2140255.297,1850412.508,1741498.92,1735712.875,1983562.027,1939952.223,1924883.916,2004199.854,1876211.178,1953291.394,1939753.158,1913018.359,1897848.13,1863130.141,0,0,0,0,0,0,0,0,0,0,0,0
544.2878845 @ 454.7270065932892,43217.21949,45255.31424,43065.37535,47058.41206,46336.1373,46126.85854,41775.39307,44536.44582,42065.26206,47029.20299,46229.72031,45145.53855,44289.22436,41565.12411,41695.57428,46650.15382,44213.85592,44268.87277,41282.77347,41864.86172,43312.30862,44688.21273,44090.89565,44983.05595,42491.28869,41591.63637,41869.8323,44911.07367,47728.86661,45101.71182,44868.8625,41603.31604,43585.38134,36762.32593,37460.28957,37799.91421,43270.76786,45112.60782,45367.73408,45843.84353,44755.17439,43283.77853,38390.35195,37137.47152,35417.57479,45540.2977,45781.83766,46066.90725,39929.42499,39441.59513,40307.845,41354.9852,42094.69277,42958.40795,42215.0423,21480.29254,22161.57292,32104.94437,31507.60008,31823.21254,31303.90682,0,0,0,0,0,0
90.05425319 @ 16.51926182531884,138826.2761,104135.4361,113047.6307,113171.8957,106343.6654,108276.4124,110006.4163,104729.3302,106992.7443,141600.0144,141320.2854,127622.8345,102238.898,70495.26447,103680.7391,128313.4961,95863.01696,93275.28289,105245.3933,93181.86945,98188.60475,127578.0294,125183.8061,101120.3166,119613.0961,116183.9156,119247.0693,104142.734,115509.1348,154994.8506,116342.2972,92105.01351,115936.7027,50723.87537,84005.89908,67084.5023,78902.18058,87838.30935,95580.04194,95233.64038,142055.7501,144306.64,138627.0282,140650.8369,131204.1656,135293.5088,138837.1891,136485.803,104168.4343,106561.3703,106010.0282,105647.3117,108824.6794,108449.3312,108948.2354,0,0,0,0,0,0,0,0,0,0,0,0
212.1019328 @ 119.2597898529757,571315.7118,525365.1738,508966.2224,558554.7792,569814.8543,559133.3897,472517.5576,488820.2729,467332.8873,626300.9899,630119.1846,605212.2511,439266.8992,446806.5641,439638.9062,596873.233,589775.7516,580614.9678,531831.0164,446927.1064,524009.6603,521621.3465,507573.5844,533861.8481,524485.5928,510129.8473,522215.3266,658555.3918,674170.896,675896.2176,476020.0511,475811.0178,480258.7758,441430.0184,452348.833,439665.9097,496971.1878,495055.2132,478910.1634,560098.5009,567339.5143,545292.2742,530592.8465,504157.0615,482379.4632,530740.1622,523358.7931,516291.0828,460015.4861,445082.9021,441021.532,435285.255,444422.1328,448180.1312,447071.4686,0,0,0,0,0,0,0,0,0,0,0,0
136.0609891 @ 71.97478385719798,1688348.738,1499058.873,1487528.063,1775153.109,1776720.678,1795522.015,1443066.025,1482552.444,1464469.365,1989285.444,1975022.844,1994011.282,1486088.153,1454158.628,1456494.233,1894060.419,1908334.087,1863264.667,1745680.305,1451775.499,1667265.94,1745686.665,1753121.083,1753236.045,1663603.034,1629256.733,1667204.574,2067373.938,2100753.526,2047359.16,1614558.289,1576556.524,1588440.198,1470098.616,1426110.828,1461335.521,1738530.152,1730608.151,1697162.983,2009133.511,1981224.603,1970328.494,1791569.221,1710179.35,1658268.621,1775318.045,1747885.346,1744598.513,1503481.959,1466453.973,1489936.763,1490899.538,1475444.941,1496979.76,1464469.73,0,0,0,0,0,0,0,0,0,0,0,0
